,name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
57,Sober,rap,0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.434,98.04,audio_features,6olUplztLFFfU7fMYmFXOP,spotify:track:6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/tracks/6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP,252013,4
58,It Was A Good Day,rap,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,audio_features,2qOm7ukLyHUXWyR4ZWLwxA,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/tracks/2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/audio-analysis/2qOm7ukLyHUXWyR4ZWLwxA,260000,4
59,Always Something There To Remind Me,pop,0.629,0.693,7,-8.907,1,0.0384,0.0973,0,0.369,0.675,149.23,audio_features,2aAdkx06gMGpHbkwlNhfeL,spotify:track:2aAdkx06gMGpHbkwlNhfeL,https://api.spotify.com/v1/tracks/2aAdkx06gMGpHbkwlNhfeL,https://api.spotify.com/v1/audio-analysis/2aAdkx06gMGpHbkwlNhfeL,221565,4
60,What's Love Got To Do With It,pop,0.852,0.505,1,-7.639,1,0.0538,0.24,4.76e-06,0.227,0.781,97.848,audio_features,5VfgiRSwpKIizkVxjQ8cWY,spotify:track:5VfgiRSwpKIizkVxjQ8cWY,https://api.spotify.com/v1/tracks/5VfgiRSwpKIizkVxjQ8cWY,https://api.spotify.com/v1/audio-analysis/5VfgiRSwpKIizkVxjQ8cWY,226720,4
61,Don't You (Forget About Me),pop,0.673,0.751,2,-8.547,1,0.0281,0.158,0.0185,0.35,0.668,111.089,audio_features,2dEprOQSAHeOhDAoQZxIBT,spotify:track:2dEprOQSAHeOhDAoQZxIBT,https://api.spotify.com/v1/tracks/2dEprOQSAHeOhDAoQZxIBT,https://api.spotify.com/v1/audio-analysis/2dEprOQSAHeOhDAoQZxIBT,259367,4
62,Hit Me With Your Best Shot - 2002 - Remaster,pop,0.713,0.699,4,-5.935,1,0.0297,0.0728,5.4e-06,0.348,0.945,127.434,audio_features,6ePxI73NHtyLImCEmo4hgv,spotify:track:6ePxI73NHtyLImCEmo4hgv,https://api.spotify.com/v1/tracks/6ePxI73NHtyLImCEmo4hgv,https://api.spotify.com/v1/audio-analysis/6ePxI73NHtyLImCEmo4hgv,170109,4
63,Karma Chameleon,pop,0.676,0.632,10,-9.927,1,0.037,0.199,0,0.107,0.946,91.987,audio_features,5hJEuHnEoA39xpA0GDlO4t,spotify:track:5hJEuHnEoA39xpA0GDlO4t,https://api.spotify.com/v1/tracks/5hJEuHnEoA39xpA0GDlO4t,https://api.spotify.com/v1/audio-analysis/5hJEuHnEoA39xpA0GDlO4t,239212,4
64,White Wedding - Part 1 - 2001- Remaster,pop,0.656,0.767,9,-7.562,1,0.0375,0.0183,0.00159,0.438,0.747,147.346,audio_features,0QqqWYRQKI7ADDpodsfLPa,spotify:track:0QqqWYRQKI7ADDpodsfLPa,https://api.spotify.com/v1/tracks/0QqqWYRQKI7ADDpodsfLPa,https://api.spotify.com/v1/audio-analysis/0QqqWYRQKI7ADDpodsfLPa,251333,4
65,Call Me,pop,0.531,0.858,0,-6.318,1,0.0451,0.0501,3.75e-05,0.235,0.626,142.347,audio_features,78wmvvvJ6deNaPdbsnaVGx,spotify:track:78wmvvvJ6deNaPdbsnaVGx,https://api.spotify.com/v1/tracks/78wmvvvJ6deNaPdbsnaVGx,https://api.spotify.com/v1/audio-analysis/78wmvvvJ6deNaPdbsnaVGx,211302,4
66,Rio,pop,0.561,0.874,9,-7.626,1,0.0494,0.021,7e-06,0.164,0.722,140.596,audio_features,2kHwIWFVwkAGYZZsewMIFD,spotify:track:2kHwIWFVwkAGYZZsewMIFD,https://api.spotify.com/v1/tracks/2kHwIWFVwkAGYZZsewMIFD,https://api.spotify.com/v1/audio-analysis/2kHwIWFVwkAGYZZsewMIFD,286674,4
67,Missing You,pop,0.742,0.493,11,-12.055,0,0.0283,0.118,0,0.0463,0.616,104.313,audio_features,41Cks9lF6kI3J6SMo0PG50,spotify:track:41Cks9lF6kI3J6SMo0PG50,https://api.spotify.com/v1/tracks/41Cks9lF6kI3J6SMo0PG50,https://api.spotify.com/v1/audio-analysis/41Cks9lF6kI3J6SMo0PG50,269537,4
