,name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
141,Sugar (feat. Francesco Yates),edm,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,audio_features,3NFuE3uDOr6QUw9UZ9HzKo,spotify:track:3NFuE3uDOr6QUw9UZ9HzKo,https://api.spotify.com/v1/tracks/3NFuE3uDOr6QUw9UZ9HzKo,https://api.spotify.com/v1/audio-analysis/3NFuE3uDOr6QUw9UZ9HzKo,219043,4
142,Thinking out Loud,pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560,4
143,Lighters,rap,0.676,0.695,0,-8.327,1,0.245,0.352,0,0.119,0.144,90.268,audio_features,5zpDHEU12zATwLGvozxPw2,spotify:track:5zpDHEU12zATwLGvozxPw2,https://api.spotify.com/v1/tracks/5zpDHEU12zATwLGvozxPw2,https://api.spotify.com/v1/audio-analysis/5zpDHEU12zATwLGvozxPw2,303813,4
144,Hannah,pop,0.338,0.687,1,-7.45,1,0.0303,0.0871,0.214,0.135,0.329,180.333,audio_features,3wEg2rAneR24SLyEtYEUJE,spotify:track:3wEg2rAneR24SLyEtYEUJE,https://api.spotify.com/v1/tracks/3wEg2rAneR24SLyEtYEUJE,https://api.spotify.com/v1/audio-analysis/3wEg2rAneR24SLyEtYEUJE,218053,4
145,The Hills,pop,0.356,0.567,0,-7.011,0,0.0798,0.0861,0,0.137,0.109,135.553,audio_features,25khomWgBVamSdKw7hzm3l,spotify:track:25khomWgBVamSdKw7hzm3l,https://api.spotify.com/v1/tracks/25khomWgBVamSdKw7hzm3l,https://api.spotify.com/v1/audio-analysis/25khomWgBVamSdKw7hzm3l,242253,5
146,Cool for the Summer,pop,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101,audio_features,1KK0j3djUgx5tuOMwesdAT,spotify:track:1KK0j3djUgx5tuOMwesdAT,https://api.spotify.com/v1/tracks/1KK0j3djUgx5tuOMwesdAT,https://api.spotify.com/v1/audio-analysis/1KK0j3djUgx5tuOMwesdAT,214746,4
147,Waiting For Love,edm,0.575,0.75,6,-3.798,0,0.0438,0.299,0,0.268,0.609,128.091,audio_features,00GfiT5AxTNSDQihPeMRkM,spotify:track:00GfiT5AxTNSDQihPeMRkM,https://api.spotify.com/v1/tracks/00GfiT5AxTNSDQihPeMRkM,https://api.spotify.com/v1/audio-analysis/00GfiT5AxTNSDQihPeMRkM,228750,4
148,Stole the Show,edm,0.679,0.662,8,-6.069,0,0.174,0.155,0,0.152,0.438,99.879,audio_features,4iZPNYqzI2L0uwuUKun7Aa,spotify:track:4iZPNYqzI2L0uwuUKun7Aa,https://api.spotify.com/v1/tracks/4iZPNYqzI2L0uwuUKun7Aa,https://api.spotify.com/v1/audio-analysis/4iZPNYqzI2L0uwuUKun7Aa,222801,4
149,See You Again (feat. Charlie Puth),rap,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,7wqSzGeodspE3V6RBD5W8L,spotify:track:7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,229526,4
150,Drag Me Down,pop,0.723,0.711,0,-5.576,0,0.0378,0.0997,0,0.0528,0.606,138.098,audio_features,70OTIpw8x8UXUsuCHW9i1i,spotify:track:70OTIpw8x8UXUsuCHW9i1i,https://api.spotify.com/v1/tracks/70OTIpw8x8UXUsuCHW9i1i,https://api.spotify.com/v1/audio-analysis/70OTIpw8x8UXUsuCHW9i1i,192107,4
151,The Hills,pop,0.587,0.566,0,-7.017,0,0.0528,0.0843,0,0.145,0.155,113.025,audio_features,2HNcNd5RPZ7DSRNbIl6JsP,spotify:track:2HNcNd5RPZ7DSRNbIl6JsP,https://api.spotify.com/v1/tracks/2HNcNd5RPZ7DSRNbIl6JsP,https://api.spotify.com/v1/audio-analysis/2HNcNd5RPZ7DSRNbIl6JsP,242519,4
152,Someday,alternative,0.538,0.52,9,-7.46,1,0.0299,0.00425,0,0.367,0.678,106.031,audio_features,7hm4HTk9encxT0LYC0J6oI,spotify:track:7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/audio-analysis/7hm4HTk9encxT0LYC0J6oI,183440,4
153,Some Minds (feat. Andrew Wyatt),pop,0.263,0.555,4,-6.884,0,0.0446,0.316,5.78e-05,0.128,0.191,79.783,audio_features,6kgc2yup9oyZJg7CzEw4ao,spotify:track:6kgc2yup9oyZJg7CzEw4ao,https://api.spotify.com/v1/tracks/6kgc2yup9oyZJg7CzEw4ao,https://api.spotify.com/v1/audio-analysis/6kgc2yup9oyZJg7CzEw4ao,263765,4
154,Fairly Local,rock,0.715,0.723,6,-5.993,0,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,audio_features,1s9xuJxhYM0LdVqksjegcg,spotify:track:1s9xuJxhYM0LdVqksjegcg,https://api.spotify.com/v1/tracks/1s9xuJxhYM0LdVqksjegcg,https://api.spotify.com/v1/audio-analysis/1s9xuJxhYM0LdVqksjegcg,207160,4
155,Ride,rock,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,audio_features,2Z8WuEywRWYTKe1NybPQEW,spotify:track:2Z8WuEywRWYTKe1NybPQEW,https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW,https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW,214507,4
156,Lost Art Of Killing,rap,0.617,0.444,10,-9.162,0,0.32,0.331,0,0.0648,0.539,77.648,audio_features,69NIDP9YzJ1l0DzDrHyd5T,spotify:track:69NIDP9YzJ1l0DzDrHyd5T,https://api.spotify.com/v1/tracks/69NIDP9YzJ1l0DzDrHyd5T,https://api.spotify.com/v1/audio-analysis/69NIDP9YzJ1l0DzDrHyd5T,200579,4
157,Left Lane,rap,0.476,0.83,10,-5.278,0,0.448,0.272,0,0.369,0.709,143.928,audio_features,3LCPpM8SG7DnjWd0BqDjnE,spotify:track:3LCPpM8SG7DnjWd0BqDjnE,https://api.spotify.com/v1/tracks/3LCPpM8SG7DnjWd0BqDjnE,https://api.spotify.com/v1/audio-analysis/3LCPpM8SG7DnjWd0BqDjnE,179063,4
158,Westcoastsynthesizerbeachbumgangstermusic,rap,0.69,0.612,1,-6.479,0,0.238,0.0612,0,0.143,0.586,90.025,audio_features,0s8XWoGnDhEuwskhn4bARr,spotify:track:0s8XWoGnDhEuwskhn4bARr,https://api.spotify.com/v1/tracks/0s8XWoGnDhEuwskhn4bARr,https://api.spotify.com/v1/audio-analysis/0s8XWoGnDhEuwskhn4bARr,187604,4
159,Bonfire Sessions,rap,0.548,0.64,8,-8.122,1,0.107,0.0224,0,0.296,0.474,113.168,audio_features,2NFO09lP1yPd5GzioFek8S,spotify:track:2NFO09lP1yPd5GzioFek8S,https://api.spotify.com/v1/tracks/2NFO09lP1yPd5GzioFek8S,https://api.spotify.com/v1/audio-analysis/2NFO09lP1yPd5GzioFek8S,164355,5
160,Why? Where? What?,rap,0.718,0.599,11,-6.624,1,0.148,0.15,2.48e-06,0.179,0.526,166.027,audio_features,2nTIMfWWEh9uIzZoIYO7C7,spotify:track:2nTIMfWWEh9uIzZoIYO7C7,https://api.spotify.com/v1/tracks/2nTIMfWWEh9uIzZoIYO7C7,https://api.spotify.com/v1/audio-analysis/2nTIMfWWEh9uIzZoIYO7C7,226952,4
161,One Minute More,alternative,0.606,0.857,2,-4.48,1,0.0333,0.00474,5.36e-06,0.0993,0.377,122.972,audio_features,0NYLOvWtvJdyeceDD9R1Vw,spotify:track:0NYLOvWtvJdyeceDD9R1Vw,https://api.spotify.com/v1/tracks/0NYLOvWtvJdyeceDD9R1Vw,https://api.spotify.com/v1/audio-analysis/0NYLOvWtvJdyeceDD9R1Vw,202922,4
162,Ode to Sleep,rock,0.446,0.76,7,-3.608,1,0.0453,0.00891,0.000108,0.232,0.512,150.033,audio_features,773xZHHSHJvC1z3AAtWgH6,spotify:track:773xZHHSHJvC1z3AAtWgH6,https://api.spotify.com/v1/tracks/773xZHHSHJvC1z3AAtWgH6,https://api.spotify.com/v1/audio-analysis/773xZHHSHJvC1z3AAtWgH6,308388,4
163,Screen,rock,0.718,0.714,0,-5.699,1,0.0622,0.0963,0,0.141,0.84,149.949,audio_features,1pKmfhwbZvsyYUP2eOGdw5,spotify:track:1pKmfhwbZvsyYUP2eOGdw5,https://api.spotify.com/v1/tracks/1pKmfhwbZvsyYUP2eOGdw5,https://api.spotify.com/v1/audio-analysis/1pKmfhwbZvsyYUP2eOGdw5,229120,4
164,The Run and Go,rock,0.798,0.318,10,-6.849,0,0.0431,0.0437,0,0.158,0.425,92.49,audio_features,68NsOuum1AegLDhOIr2ADL,spotify:track:68NsOuum1AegLDhOIr2ADL,https://api.spotify.com/v1/tracks/68NsOuum1AegLDhOIr2ADL,https://api.spotify.com/v1/audio-analysis/68NsOuum1AegLDhOIr2ADL,229000,4
165,Truce,rock,0.537,0.0231,7,-14.407,1,0.0475,0.994,0.0471,0.146,0.342,120.322,audio_features,6BEKt5axiNeWCr9huv0k7I,spotify:track:6BEKt5axiNeWCr9huv0k7I,https://api.spotify.com/v1/tracks/6BEKt5axiNeWCr9huv0k7I,https://api.spotify.com/v1/audio-analysis/6BEKt5axiNeWCr9huv0k7I,142547,4
166,Fake You Out,rock,0.84,0.608,6,-6.176,1,0.0458,0.248,1.25e-06,0.0874,0.727,115.012,audio_features,3MLtopC0uho28PxZN7Zecy,spotify:track:3MLtopC0uho28PxZN7Zecy,https://api.spotify.com/v1/tracks/3MLtopC0uho28PxZN7Zecy,https://api.spotify.com/v1/audio-analysis/3MLtopC0uho28PxZN7Zecy,231320,4
167,Semi-Automatic,rock,0.78,0.716,6,-4.551,0,0.0439,0.0489,5.92e-06,0.0704,0.362,105.017,audio_features,70Cp0ukCMyWeJML77NGERU,spotify:track:70Cp0ukCMyWeJML77NGERU,https://api.spotify.com/v1/tracks/70Cp0ukCMyWeJML77NGERU,https://api.spotify.com/v1/audio-analysis/70Cp0ukCMyWeJML77NGERU,253680,4
168,Migraine,rock,0.69,0.678,0,-6.52,1,0.154,0.11,0,0.246,0.409,173.995,audio_features,4rfaoyaZvNa60cj3OKSQV9,spotify:track:4rfaoyaZvNa60cj3OKSQV9,https://api.spotify.com/v1/tracks/4rfaoyaZvNa60cj3OKSQV9,https://api.spotify.com/v1/audio-analysis/4rfaoyaZvNa60cj3OKSQV9,239015,4
169,Malmo,alternative,0.764,0.744,9,-8.519,0,0.0307,0.615,0.435,0.173,0.963,132.056,audio_features,4jU3iYHWpre263nlEhqrUl,spotify:track:4jU3iYHWpre263nlEhqrUl,https://api.spotify.com/v1/tracks/4jU3iYHWpre263nlEhqrUl,https://api.spotify.com/v1/audio-analysis/4jU3iYHWpre263nlEhqrUl,216387,4
170,"Say It, Just Say It",pop,0.517,0.804,6,-5.101,1,0.0572,0.0656,0,0.157,0.61,157.974,audio_features,2J3n32GeLmMjwuAzyhcSNe,spotify:track:2J3n32GeLmMjwuAzyhcSNe,https://api.spotify.com/v1/tracks/2J3n32GeLmMjwuAzyhcSNe,https://api.spotify.com/v1/audio-analysis/2J3n32GeLmMjwuAzyhcSNe,200080,4
171,"Danny, Dakota & the Wishing Well",pop,0.425,0.777,2,-6.194,1,0.0341,0.000185,0.0125,0.186,0.224,152.966,audio_features,4bmcuJDIPVOcTB0sboATAg,spotify:track:4bmcuJDIPVOcTB0sboATAg,https://api.spotify.com/v1/tracks/4bmcuJDIPVOcTB0sboATAg,https://api.spotify.com/v1/audio-analysis/4bmcuJDIPVOcTB0sboATAg,286960,4
172,Hard To Explain,alternative,0.406,0.666,7,-6.297,1,0.057,0.000433,0.76,0.057,0.645,82.492,audio_features,6ljsIKKZfyEuQqMXincQZQ,spotify:track:6ljsIKKZfyEuQqMXincQZQ,https://api.spotify.com/v1/tracks/6ljsIKKZfyEuQqMXincQZQ,https://api.spotify.com/v1/audio-analysis/6ljsIKKZfyEuQqMXincQZQ,225840,4
173,Tompkins Square Park,rock,0.467,0.794,2,-6.552,0,0.0524,0.015,0.0379,0.114,0.46,161.729,audio_features,54oFXvBXWRGYRN88zjFKkH,spotify:track:54oFXvBXWRGYRN88zjFKkH,https://api.spotify.com/v1/tracks/54oFXvBXWRGYRN88zjFKkH,https://api.spotify.com/v1/audio-analysis/54oFXvBXWRGYRN88zjFKkH,312627,4
174,Believe,rock,0.362,0.668,2,-5.975,1,0.0431,0.035,0.0212,0.219,0.344,113.996,audio_features,4A57CXs3jAmyNTMAwWaV53,spotify:track:4A57CXs3jAmyNTMAwWaV53,https://api.spotify.com/v1/tracks/4A57CXs3jAmyNTMAwWaV53,https://api.spotify.com/v1/audio-analysis/4A57CXs3jAmyNTMAwWaV53,220867,4
175,The Wolf,rock,0.422,0.827,2,-5.31,1,0.0445,0.000507,0.765,0.198,0.327,152.956,audio_features,4PgJ0NUYaDDh659TW5mWBK,spotify:track:4PgJ0NUYaDDh659TW5mWBK,https://api.spotify.com/v1/tracks/4PgJ0NUYaDDh659TW5mWBK,https://api.spotify.com/v1/audio-analysis/4PgJ0NUYaDDh659TW5mWBK,221240,4
176,Wilder Mind,rock,0.516,0.731,9,-8.795,0,0.0376,0.132,0.289,0.12,0.566,157.952,audio_features,2R2f8j9YbaRTva04R4tDir,spotify:track:2R2f8j9YbaRTva04R4tDir,https://api.spotify.com/v1/tracks/2R2f8j9YbaRTva04R4tDir,https://api.spotify.com/v1/audio-analysis/2R2f8j9YbaRTva04R4tDir,278227,4
177,Monster,rock,0.556,0.443,2,-10.28,1,0.0323,0.318,0.146,0.102,0.147,144.04,audio_features,5BYSRfo4ocx0rO4rn1rn7K,spotify:track:5BYSRfo4ocx0rO4rn1rn7K,https://api.spotify.com/v1/tracks/5BYSRfo4ocx0rO4rn1rn7K,https://api.spotify.com/v1/audio-analysis/5BYSRfo4ocx0rO4rn1rn7K,236867,4
178,Snake Eyes,rock,0.473,0.683,9,-7.665,0,0.0427,0.0184,0.299,0.0921,0.212,89.97,audio_features,3iZqyq5JXvhkpWHDIjDYIM,spotify:track:3iZqyq5JXvhkpWHDIjDYIM,https://api.spotify.com/v1/tracks/3iZqyq5JXvhkpWHDIjDYIM,https://api.spotify.com/v1/audio-analysis/3iZqyq5JXvhkpWHDIjDYIM,248547,4
179,Broad-Shouldered Beasts,rock,0.421,0.374,0,-8.027,1,0.0316,0.292,0.0297,0.139,0.0786,143.862,audio_features,1vWBbt0kwG2eENxsgJBDWw,spotify:track:1vWBbt0kwG2eENxsgJBDWw,https://api.spotify.com/v1/tracks/1vWBbt0kwG2eENxsgJBDWw,https://api.spotify.com/v1/audio-analysis/1vWBbt0kwG2eENxsgJBDWw,260227,4
180,Cold Arms,rock,0.444,0.154,11,-12.014,1,0.0385,0.785,5.59e-06,0.124,0.0421,137.552,audio_features,1jmHb63g94JWrQC2lN3LKK,spotify:track:1jmHb63g94JWrQC2lN3LKK,https://api.spotify.com/v1/tracks/1jmHb63g94JWrQC2lN3LKK,https://api.spotify.com/v1/audio-analysis/1jmHb63g94JWrQC2lN3LKK,169907,4
181,Ditmas,rock,0.526,0.786,0,-5.77,1,0.043,0.00457,0.00256,0.0862,0.598,144.12,audio_features,3e6s8Z4MRSNgvNhVvpuUiw,spotify:track:3e6s8Z4MRSNgvNhVvpuUiw,https://api.spotify.com/v1/tracks/3e6s8Z4MRSNgvNhVvpuUiw,https://api.spotify.com/v1/audio-analysis/3e6s8Z4MRSNgvNhVvpuUiw,218627,4
182,Hot Gates,rock,0.486,0.392,0,-11.155,1,0.03,0.332,0.176,0.0773,0.0664,136.008,audio_features,3Du5FgiwsC9lJKqcMcJxKI,spotify:track:3Du5FgiwsC9lJKqcMcJxKI,https://api.spotify.com/v1/tracks/3Du5FgiwsC9lJKqcMcJxKI,https://api.spotify.com/v1/audio-analysis/3Du5FgiwsC9lJKqcMcJxKI,289547,4
183,Just Smoke,rock,0.534,0.828,0,-6.472,1,0.0605,0.0386,0.811,0.106,0.359,156.031,audio_features,7hwFeYcUGP8IL2ledCR8Ex,spotify:track:7hwFeYcUGP8IL2ledCR8Ex,https://api.spotify.com/v1/tracks/7hwFeYcUGP8IL2ledCR8Ex,https://api.spotify.com/v1/audio-analysis/7hwFeYcUGP8IL2ledCR8Ex,190027,3
184,Only Love,rock,0.286,0.274,9,-9.618,1,0.0307,0.0456,0.000581,0.101,0.141,160.031,audio_features,6XVhftVkMt5Eo50gyBUltu,spotify:track:6XVhftVkMt5Eo50gyBUltu,https://api.spotify.com/v1/tracks/6XVhftVkMt5Eo50gyBUltu,https://api.spotify.com/v1/audio-analysis/6XVhftVkMt5Eo50gyBUltu,276707,4
185,Holdin On,pop,0.43,0.436,8,-4.816,1,0.119,0.17,0,0.128,0.217,90.053,audio_features,6hj7rfEI1u8xIL60V1uUKt,spotify:track:6hj7rfEI1u8xIL60V1uUKt,https://api.spotify.com/v1/tracks/6hj7rfEI1u8xIL60V1uUKt,https://api.spotify.com/v1/audio-analysis/6hj7rfEI1u8xIL60V1uUKt,154414,4
186,This Song Is Not About a Girl,pop,0.732,0.668,2,-6.978,0,0.126,0.143,0.207,0.176,0.598,140.004,audio_features,1yfqaP4WaUzRzadbpzRQK6,spotify:track:1yfqaP4WaUzRzadbpzRQK6,https://api.spotify.com/v1/tracks/1yfqaP4WaUzRzadbpzRQK6,https://api.spotify.com/v1/audio-analysis/1yfqaP4WaUzRzadbpzRQK6,254038,4
187,Talk Is Cheap,pop,0.652,0.583,0,-8.52,0,0.173,0.465,0.000208,0.146,0.46,140.024,audio_features,3KfT22UTvoN3Cpg6dujW2F,spotify:track:3KfT22UTvoN3Cpg6dujW2F,https://api.spotify.com/v1/tracks/3KfT22UTvoN3Cpg6dujW2F,https://api.spotify.com/v1/audio-analysis/3KfT22UTvoN3Cpg6dujW2F,218553,4
188,Broken Horse,pop,0.54,0.46,4,-8.037,0,0.0288,0.686,0.137,0.375,0.217,130.849,audio_features,5tk34ADx2Z4cAwbKudEafX,spotify:track:5tk34ADx2Z4cAwbKudEafX,https://api.spotify.com/v1/tracks/5tk34ADx2Z4cAwbKudEafX,https://api.spotify.com/v1/audio-analysis/5tk34ADx2Z4cAwbKudEafX,278867,4
189,You're a Wolf,pop,0.681,0.658,2,-7.554,1,0.0267,0.684,0.189,0.15,0.548,120.998,audio_features,69oYxzUvjvf6aCt05ylNWs,spotify:track:69oYxzUvjvf6aCt05ylNWs,https://api.spotify.com/v1/tracks/69oYxzUvjvf6aCt05ylNWs,https://api.spotify.com/v1/audio-analysis/69oYxzUvjvf6aCt05ylNWs,215373,4
190,Message Man,rock,0.715,0.838,2,-6.077,0,0.118,0.0897,0,0.15,0.497,120.007,audio_features,4Oyl6oYSNeeZZP0OAxPVaU,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU,https://api.spotify.com/v1/tracks/4Oyl6oYSNeeZZP0OAxPVaU,https://api.spotify.com/v1/audio-analysis/4Oyl6oYSNeeZZP0OAxPVaU,240080,4
191,We Don't Believe What's on TV,rock,0.547,0.936,9,-4.023,1,0.102,0.23,3.04e-06,0.172,0.642,120.003,audio_features,22OqansuvEMQu9W0EfiGTI,spotify:track:22OqansuvEMQu9W0EfiGTI,https://api.spotify.com/v1/tracks/22OqansuvEMQu9W0EfiGTI,https://api.spotify.com/v1/audio-analysis/22OqansuvEMQu9W0EfiGTI,177200,4
192,Doubt,rock,0.719,0.645,2,-6.141,0,0.0358,0.121,0.00316,0.362,0.69,123.02,audio_features,57yL3161hUMuw06zzzUCHi,spotify:track:57yL3161hUMuw06zzzUCHi,https://api.spotify.com/v1/tracks/57yL3161hUMuw06zzzUCHi,https://api.spotify.com/v1/audio-analysis/57yL3161hUMuw06zzzUCHi,191493,4
193,Harbour Lights,pop,0.509,0.598,3,-7.928,1,0.035,0.0255,0.175,0.0936,0.194,134.102,audio_features,6cuknTzfC49g88RISkjnI6,spotify:track:6cuknTzfC49g88RISkjnI6,https://api.spotify.com/v1/tracks/6cuknTzfC49g88RISkjnI6,https://api.spotify.com/v1/audio-analysis/6cuknTzfC49g88RISkjnI6,230987,4
194,Everywhere I Go (Kings and Queens),pop,0.477,0.981,4,-3.396,1,0.306,0.07,3.17e-05,0.648,0.502,163.999,audio_features,5rJqv6nBKQQrFPY2B4pZib,spotify:track:5rJqv6nBKQQrFPY2B4pZib,https://api.spotify.com/v1/tracks/5rJqv6nBKQQrFPY2B4pZib,https://api.spotify.com/v1/audio-analysis/5rJqv6nBKQQrFPY2B4pZib,205053,4
195,Sleepyhead,alternative,0.568,0.719,8,-5.406,1,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,audio_features,4prEPl61C8qZpeo3IkYSMl,spotify:track:4prEPl61C8qZpeo3IkYSMl,https://api.spotify.com/v1/tracks/4prEPl61C8qZpeo3IkYSMl,https://api.spotify.com/v1/audio-analysis/4prEPl61C8qZpeo3IkYSMl,174760,4
196,Apartment,alternative,0.57,0.733,2,-7.194,1,0.0306,0.00686,0.000131,0.21,0.334,109.97,audio_features,165lX6DbMhTzqODVZKLmkm,spotify:track:165lX6DbMhTzqODVZKLmkm,https://api.spotify.com/v1/tracks/165lX6DbMhTzqODVZKLmkm,https://api.spotify.com/v1/audio-analysis/165lX6DbMhTzqODVZKLmkm,235800,4
197,My Body,alternative,0.488,0.909,10,-6.591,1,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,audio_features,1KDYN3odJHnj9pqGHN3FVs,spotify:track:1KDYN3odJHnj9pqGHN3FVs,https://api.spotify.com/v1/tracks/1KDYN3odJHnj9pqGHN3FVs,https://api.spotify.com/v1/audio-analysis/1KDYN3odJHnj9pqGHN3FVs,244400,4
198,D-D-Dance,alternative,0.274,0.804,10,-4.442,1,0.233,0.00124,4.89e-05,0.105,0.481,205.322,audio_features,3yA5KQa12akj6MT6mSWHf8,spotify:track:3yA5KQa12akj6MT6mSWHf8,https://api.spotify.com/v1/tracks/3yA5KQa12akj6MT6mSWHf8,https://api.spotify.com/v1/audio-analysis/3yA5KQa12akj6MT6mSWHf8,222040,4
199,Cigarette Daydreams,pop,0.635,0.675,2,-3.445,1,0.0263,0.0801,0,0.0831,0.273,113.946,audio_features,2tznHmp70DxMyr2XhWLOW0,spotify:track:2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0,208760,4
200,Hometown,rock,0.683,0.753,2,-5.564,0,0.0317,0.0577,0.00208,0.357,0.389,120.03,audio_features,40sRwFjfrRnaTdYPJIg4CP,spotify:track:40sRwFjfrRnaTdYPJIg4CP,https://api.spotify.com/v1/tracks/40sRwFjfrRnaTdYPJIg4CP,https://api.spotify.com/v1/audio-analysis/40sRwFjfrRnaTdYPJIg4CP,234947,4
201,Hooked on a Feeling,pop,0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,audio_features,6Ac4NVYYl2U73QiTt11ZKd,spotify:track:6Ac4NVYYl2U73QiTt11ZKd,https://api.spotify.com/v1/tracks/6Ac4NVYYl2U73QiTt11ZKd,https://api.spotify.com/v1/audio-analysis/6Ac4NVYYl2U73QiTt11ZKd,172867,4
202,1998,pop,0.784,0.386,1,-13.097,1,0.0771,0.344,0.409,0.246,0.497,99.987,audio_features,6T2BLEa8Qu8TKsIVMrwH8S,spotify:track:6T2BLEa8Qu8TKsIVMrwH8S,https://api.spotify.com/v1/tracks/6T2BLEa8Qu8TKsIVMrwH8S,https://api.spotify.com/v1/audio-analysis/6T2BLEa8Qu8TKsIVMrwH8S,367871,4
203,No Diggity,pop,0.574,0.764,2,-4.797,0,0.228,0.678,0.000974,0.116,0.473,160.044,audio_features,4URU1lRXhWwZIXuxKI1SuH,spotify:track:4URU1lRXhWwZIXuxKI1SuH,https://api.spotify.com/v1/tracks/4URU1lRXhWwZIXuxKI1SuH,https://api.spotify.com/v1/audio-analysis/4URU1lRXhWwZIXuxKI1SuH,221533,4
204,Gold,pop,0.616,0.505,1,-9.307,1,0.058,0.381,0.00115,0.161,0.228,139.956,audio_features,1oPenAfTz9oa1RWNBGy0tO,spotify:track:1oPenAfTz9oa1RWNBGy0tO,https://api.spotify.com/v1/tracks/1oPenAfTz9oa1RWNBGy0tO,https://api.spotify.com/v1/audio-analysis/1oPenAfTz9oa1RWNBGy0tO,285291,4
205,Not Today,rock,0.77,0.706,2,-4.705,1,0.0302,0.0605,0.00182,0.0985,0.527,115.011,audio_features,7qxjGHW485TL8ciwkHD5MK,spotify:track:7qxjGHW485TL8ciwkHD5MK,https://api.spotify.com/v1/tracks/7qxjGHW485TL8ciwkHD5MK,https://api.spotify.com/v1/audio-analysis/7qxjGHW485TL8ciwkHD5MK,238040,4
206,Polarize,rock,0.597,0.666,6,-6.365,0,0.0418,0.122,0.00302,0.1,0.626,164.992,audio_features,6GmkJJMe9U1tEcrJ3Hq3A1,spotify:track:6GmkJJMe9U1tEcrJ3Hq3A1,https://api.spotify.com/v1/tracks/6GmkJJMe9U1tEcrJ3Hq3A1,https://api.spotify.com/v1/audio-analysis/6GmkJJMe9U1tEcrJ3Hq3A1,226787,4
207,The Judge,rock,0.423,0.797,0,-4.659,1,0.124,0.177,0,0.137,0.592,82.617,audio_features,1lguQJjlNrIOoOylYVZN3M,spotify:track:1lguQJjlNrIOoOylYVZN3M,https://api.spotify.com/v1/tracks/1lguQJjlNrIOoOylYVZN3M,https://api.spotify.com/v1/audio-analysis/1lguQJjlNrIOoOylYVZN3M,297760,4
208,Lane Boy,rock,0.616,0.811,7,-4.804,1,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,audio_features,2P61EK6DMGyVyssLWS4fKy,spotify:track:2P61EK6DMGyVyssLWS4fKy,https://api.spotify.com/v1/tracks/2P61EK6DMGyVyssLWS4fKy,https://api.spotify.com/v1/audio-analysis/2P61EK6DMGyVyssLWS4fKy,253093,4
209,Stressed Out,rock,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,audio_features,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,202333,4
210,Heavydirtysoul,rock,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,audio_features,7i9763l5SSfOnqZ35VOcfy,spotify:track:7i9763l5SSfOnqZ35VOcfy,https://api.spotify.com/v1/tracks/7i9763l5SSfOnqZ35VOcfy,https://api.spotify.com/v1/audio-analysis/7i9763l5SSfOnqZ35VOcfy,234813,4
211,RUN,pop,0.711,0.811,11,-4.72,1,0.0377,0.0357,0.00868,0.246,0.961,140.01,audio_features,0NEgLKReA7npnfiJeUHP8q,spotify:track:0NEgLKReA7npnfiJeUHP8q,https://api.spotify.com/v1/tracks/0NEgLKReA7npnfiJeUHP8q,https://api.spotify.com/v1/audio-analysis/0NEgLKReA7npnfiJeUHP8q,194549,4
