,name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
70,Dear God,rap,0.539,0.721,5,-8.767,1,0.369,0.226,0,0.0825,0.349,88.079,audio_features,720dxTIfEtOdrVKOxDdcVM,spotify:track:720dxTIfEtOdrVKOxDdcVM,https://api.spotify.com/v1/tracks/720dxTIfEtOdrVKOxDdcVM,https://api.spotify.com/v1/audio-analysis/720dxTIfEtOdrVKOxDdcVM,187920,4
71,I Made It,rap,0.43,0.77,1,-8.674,1,0.0805,0.0165,0,0.232,0.189,167.481,audio_features,4LiZahO763hrz4m1h1i6yq,spotify:track:4LiZahO763hrz4m1h1i6yq,https://api.spotify.com/v1/tracks/4LiZahO763hrz4m1h1i6yq,https://api.spotify.com/v1/audio-analysis/4LiZahO763hrz4m1h1i6yq,246360,4
72,World Wide,rap,0.618,0.875,6,-6.708,0,0.396,0.0565,0,0.328,0.654,174.081,audio_features,3vE70Jrw6uHP9ZgUIHSjSD,spotify:track:3vE70Jrw6uHP9ZgUIHSjSD,https://api.spotify.com/v1/tracks/3vE70Jrw6uHP9ZgUIHSjSD,https://api.spotify.com/v1/audio-analysis/3vE70Jrw6uHP9ZgUIHSjSD,477520,4
73,Kids,pop,0.599,0.733,2,-6.072,1,0.0415,0.0144,0,0.347,0.214,100.0,audio_features,4KH2V5CGcMeWFI7AciTmbZ,spotify:track:4KH2V5CGcMeWFI7AciTmbZ,https://api.spotify.com/v1/tracks/4KH2V5CGcMeWFI7AciTmbZ,https://api.spotify.com/v1/audio-analysis/4KH2V5CGcMeWFI7AciTmbZ,240147,4
74,Kids,alternative,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,1jJci4qxiYcOHhQR247rEU,spotify:track:1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/tracks/1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/audio-analysis/1jJci4qxiYcOHhQR247rEU,302840,4
75,illuminatro,rap,0.419,0.263,8,-17.509,1,0.159,0.494,0.704,0.39,0.15,78.923,audio_features,1bfQ0RDbeD3K3PMCL2c8CT,spotify:track:1bfQ0RDbeD3K3PMCL2c8CT,https://api.spotify.com/v1/tracks/1bfQ0RDbeD3K3PMCL2c8CT,https://api.spotify.com/v1/audio-analysis/1bfQ0RDbeD3K3PMCL2c8CT,48133,5
76,Flexicution,rap,0.779,0.69,0,-6.581,0,0.0975,0.0536,0.00467,0.109,0.653,159.958,audio_features,0CgmIFWtFN6uPnXzJ4cfYZ,spotify:track:0CgmIFWtFN6uPnXzJ4cfYZ,https://api.spotify.com/v1/tracks/0CgmIFWtFN6uPnXzJ4cfYZ,https://api.spotify.com/v1/audio-analysis/0CgmIFWtFN6uPnXzJ4cfYZ,218947,4
77,The Jam,rap,0.809,0.577,7,-7.859,1,0.332,0.0105,0,0.115,0.386,149.096,audio_features,6LCucZ56NOpbzr2McInCag,spotify:track:6LCucZ56NOpbzr2McInCag,https://api.spotify.com/v1/tracks/6LCucZ56NOpbzr2McInCag,https://api.spotify.com/v1/audio-analysis/6LCucZ56NOpbzr2McInCag,238400,4
78,Slave II,rap,0.534,0.493,10,-5.974,0,0.156,0.0222,0.00138,0.107,0.13,154.033,audio_features,5vNQTjsievC8vMywgQ0f15,spotify:track:5vNQTjsievC8vMywgQ0f15,https://api.spotify.com/v1/tracks/5vNQTjsievC8vMywgQ0f15,https://api.spotify.com/v1/audio-analysis/5vNQTjsievC8vMywgQ0f15,196893,4
79,A Word From Our Sponsor,rap,0.709,0.47,0,-9.837,1,0.7,0.824,0,0.615,0.73,126.628,audio_features,0BO1a9WQ1qCwORuIkFKjjC,spotify:track:0BO1a9WQ1qCwORuIkFKjjC,https://api.spotify.com/v1/tracks/0BO1a9WQ1qCwORuIkFKjjC,https://api.spotify.com/v1/audio-analysis/0BO1a9WQ1qCwORuIkFKjjC,182440,4
80,Wrist,rap,0.856,0.676,9,-5.399,0,0.259,0.00442,1.63e-05,0.0744,0.535,139.959,audio_features,6bsSfaIuAdfQELUORwLX5T,spotify:track:6bsSfaIuAdfQELUORwLX5T,https://api.spotify.com/v1/tracks/6bsSfaIuAdfQELUORwLX5T,https://api.spotify.com/v1/audio-analysis/6bsSfaIuAdfQELUORwLX5T,205733,4
81,Super Mario World,rap,0.857,0.657,0,-7.299,1,0.178,0.0451,0,0.0974,0.395,132.006,audio_features,4M7ZFBkrfgm58BVlytxlVI,spotify:track:4M7ZFBkrfgm58BVlytxlVI,https://api.spotify.com/v1/tracks/4M7ZFBkrfgm58BVlytxlVI,https://api.spotify.com/v1/audio-analysis/4M7ZFBkrfgm58BVlytxlVI,177680,4
82,Studio Ambience At Night: Malibu,rap,0.322,0.791,10,-8.841,0,0.452,0.517,0,0.813,0.489,99.764,audio_features,2x2OFoUc06LyoEygkKX0Vr,spotify:track:2x2OFoUc06LyoEygkKX0Vr,https://api.spotify.com/v1/tracks/2x2OFoUc06LyoEygkKX0Vr,https://api.spotify.com/v1/audio-analysis/2x2OFoUc06LyoEygkKX0Vr,56360,4
83,44 Bars,rap,0.593,0.606,6,-8.94,0,0.353,0.337,0,0.3,0.331,86.057,audio_features,2ks66QqSPLA71lbatgMuha,spotify:track:2ks66QqSPLA71lbatgMuha,https://api.spotify.com/v1/tracks/2ks66QqSPLA71lbatgMuha,https://api.spotify.com/v1/audio-analysis/2ks66QqSPLA71lbatgMuha,182267,4
84,Slave,rap,0.826,0.709,4,-7.573,0,0.0445,0.0408,7.69e-05,0.162,0.259,123.001,audio_features,1wXXEs9wBRamBoRW2OqJUV,spotify:track:1wXXEs9wBRamBoRW2OqJUV,https://api.spotify.com/v1/tracks/1wXXEs9wBRamBoRW2OqJUV,https://api.spotify.com/v1/audio-analysis/1wXXEs9wBRamBoRW2OqJUV,179640,4
85,Deeper Than Money,rap,0.722,0.887,8,-4.279,0,0.247,0.156,0,0.1,0.868,89.778,audio_features,3kXRp4s5i98mUJV9tNzE9k,spotify:track:3kXRp4s5i98mUJV9tNzE9k,https://api.spotify.com/v1/tracks/3kXRp4s5i98mUJV9tNzE9k,https://api.spotify.com/v1/audio-analysis/3kXRp4s5i98mUJV9tNzE9k,257640,4
86,illuminatro,rap,0.416,0.263,8,-17.614,1,0.228,0.522,0.739,0.388,0.152,82.099,audio_features,0cdXG7PwSUOv19gF6dMv5n,spotify:track:0cdXG7PwSUOv19gF6dMv5n,https://api.spotify.com/v1/tracks/0cdXG7PwSUOv19gF6dMv5n,https://api.spotify.com/v1/audio-analysis/0cdXG7PwSUOv19gF6dMv5n,48133,5
87,Flexicution,rap,0.782,0.713,0,-6.576,0,0.0899,0.0619,0.00125,0.108,0.68,159.839,audio_features,2c8sgbZoEanC3QyFNZxUcA,spotify:track:2c8sgbZoEanC3QyFNZxUcA,https://api.spotify.com/v1/tracks/2c8sgbZoEanC3QyFNZxUcA,https://api.spotify.com/v1/audio-analysis/2c8sgbZoEanC3QyFNZxUcA,218947,4
88,The Jam,rap,0.814,0.589,10,-7.762,0,0.324,0.0145,0,0.114,0.375,149.08,audio_features,4dVJyyeCPEONr44NIrXvie,spotify:track:4dVJyyeCPEONr44NIrXvie,https://api.spotify.com/v1/tracks/4dVJyyeCPEONr44NIrXvie,https://api.spotify.com/v1/audio-analysis/4dVJyyeCPEONr44NIrXvie,238400,4
89,Slave II,rap,0.515,0.508,10,-5.997,0,0.16,0.026,0.00279,0.108,0.129,90.507,audio_features,4Mr73gFwZUeFnrfRov23we,spotify:track:4Mr73gFwZUeFnrfRov23we,https://api.spotify.com/v1/tracks/4Mr73gFwZUeFnrfRov23we,https://api.spotify.com/v1/audio-analysis/4Mr73gFwZUeFnrfRov23we,196893,4
90,A Word From Our Sponsor,rap,0.707,0.497,0,-9.613,1,0.755,0.824,0,0.626,0.774,127.971,audio_features,1AdD7pFBsQICMHiQTz9uwV,spotify:track:1AdD7pFBsQICMHiQTz9uwV,https://api.spotify.com/v1/tracks/1AdD7pFBsQICMHiQTz9uwV,https://api.spotify.com/v1/audio-analysis/1AdD7pFBsQICMHiQTz9uwV,182440,4
91,Wrist,rap,0.854,0.685,9,-5.319,0,0.242,0.00865,4.72e-06,0.0727,0.526,139.988,audio_features,7qT7NUDywO7vNJNTNxqWiN,spotify:track:7qT7NUDywO7vNJNTNxqWiN,https://api.spotify.com/v1/tracks/7qT7NUDywO7vNJNTNxqWiN,https://api.spotify.com/v1/audio-analysis/7qT7NUDywO7vNJNTNxqWiN,205733,4
92,Super Mario World,rap,0.862,0.662,0,-7.19,1,0.209,0.0548,0,0.0993,0.394,131.964,audio_features,1py4qzrEEkOvU8uTHYLuOW,spotify:track:1py4qzrEEkOvU8uTHYLuOW,https://api.spotify.com/v1/tracks/1py4qzrEEkOvU8uTHYLuOW,https://api.spotify.com/v1/audio-analysis/1py4qzrEEkOvU8uTHYLuOW,177680,4
93,Studio Ambience At Night: Malibu,rap,0.319,0.782,10,-8.82,1,0.503,0.554,0,0.82,0.497,79.807,audio_features,7mfLCMIvu0cZVNpvdXEVT5,spotify:track:7mfLCMIvu0cZVNpvdXEVT5,https://api.spotify.com/v1/tracks/7mfLCMIvu0cZVNpvdXEVT5,https://api.spotify.com/v1/audio-analysis/7mfLCMIvu0cZVNpvdXEVT5,56360,4
94,44 Bars,rap,0.728,0.628,6,-8.83,0,0.319,0.351,0,0.198,0.313,94.128,audio_features,4s2BWgnSQ9NZiOQM4PP4HB,spotify:track:4s2BWgnSQ9NZiOQM4PP4HB,https://api.spotify.com/v1/tracks/4s2BWgnSQ9NZiOQM4PP4HB,https://api.spotify.com/v1/audio-analysis/4s2BWgnSQ9NZiOQM4PP4HB,182267,4
95,Slave,rap,0.83,0.707,4,-7.426,0,0.048,0.0445,1.87e-05,0.144,0.255,122.986,audio_features,3SrUV8pxnW1QhMbbwegpwG,spotify:track:3SrUV8pxnW1QhMbbwegpwG,https://api.spotify.com/v1/tracks/3SrUV8pxnW1QhMbbwegpwG,https://api.spotify.com/v1/audio-analysis/3SrUV8pxnW1QhMbbwegpwG,179640,4
96,Deeper Than Money,rap,0.581,0.886,8,-4.267,0,0.266,0.158,0,0.101,0.89,90.109,audio_features,6pK86Tx0QqX0E64mKuDB5Q,spotify:track:6pK86Tx0QqX0E64mKuDB5Q,https://api.spotify.com/v1/tracks/6pK86Tx0QqX0E64mKuDB5Q,https://api.spotify.com/v1/audio-analysis/6pK86Tx0QqX0E64mKuDB5Q,257640,4
97,Sleepless,pop,0.53,0.688,9,-7.482,0,0.169,0.0335,4.91e-05,0.0886,0.389,175.13,audio_features,6QL8FAYTbw1IFGRQb6SWud,spotify:track:6QL8FAYTbw1IFGRQb6SWud,https://api.spotify.com/v1/tracks/6QL8FAYTbw1IFGRQb6SWud,https://api.spotify.com/v1/audio-analysis/6QL8FAYTbw1IFGRQb6SWud,209377,4
98,Random,rap,0.607,0.783,9,-6.891,1,0.139,0.0036,0,0.216,0.182,87.026,audio_features,422lAAWQO9TqL1LxIPdhOn,spotify:track:422lAAWQO9TqL1LxIPdhOn,https://api.spotify.com/v1/tracks/422lAAWQO9TqL1LxIPdhOn,https://api.spotify.com/v1/audio-analysis/422lAAWQO9TqL1LxIPdhOn,180333,4
99,Portugal,pop,0.446,0.881,2,-4.368,1,0.0545,0.00749,0,0.13,0.415,169.889,audio_features,3MYWKl8ScgDu3sAvyneMCG,spotify:track:3MYWKl8ScgDu3sAvyneMCG,https://api.spotify.com/v1/tracks/3MYWKl8ScgDu3sAvyneMCG,https://api.spotify.com/v1/audio-analysis/3MYWKl8ScgDu3sAvyneMCG,241253,4
100,Pyramid,pop,0.607,0.737,0,-6.627,1,0.0356,0.000685,0.051,0.0985,0.368,141.345,audio_features,4MemQslo59NVp13y8FIGMf,spotify:track:4MemQslo59NVp13y8FIGMf,https://api.spotify.com/v1/tracks/4MemQslo59NVp13y8FIGMf,https://api.spotify.com/v1/audio-analysis/4MemQslo59NVp13y8FIGMf,189600,4
101,Spring,pop,0.641,0.768,0,-6.274,1,0.0354,0.00949,0.119,0.115,0.525,125.962,audio_features,19KUTD25GvgUEC3N7CXtXS,spotify:track:19KUTD25GvgUEC3N7CXtXS,https://api.spotify.com/v1/tracks/19KUTD25GvgUEC3N7CXtXS,https://api.spotify.com/v1/audio-analysis/19KUTD25GvgUEC3N7CXtXS,204320,4
102,Settle,pop,0.483,0.785,0,-5.67,1,0.0378,0.00628,0.0778,0.0907,0.155,131.879,audio_features,16bQO5SIgst1IXtD83sReJ,spotify:track:16bQO5SIgst1IXtD83sReJ,https://api.spotify.com/v1/tracks/16bQO5SIgst1IXtD83sReJ,https://api.spotify.com/v1/audio-analysis/16bQO5SIgst1IXtD83sReJ,232333,3
103,The World Is Watching,pop,0.602,0.672,9,-7.386,1,0.0284,0.000109,0.703,0.151,0.243,123.989,audio_features,6SRdJTBk65cxlI87QfZmWw,spotify:track:6SRdJTBk65cxlI87QfZmWw,https://api.spotify.com/v1/tracks/6SRdJTBk65cxlI87QfZmWw,https://api.spotify.com/v1/audio-analysis/6SRdJTBk65cxlI87QfZmWw,216400,4
104,Wake Up,pop,0.521,0.811,10,-4.413,0,0.038,3.03e-05,0.523,0.715,0.682,134.949,audio_features,4ObmBaVHilvAw9LDEq69bM,spotify:track:4ObmBaVHilvAw9LDEq69bM,https://api.spotify.com/v1/tracks/4ObmBaVHilvAw9LDEq69bM,https://api.spotify.com/v1/audio-analysis/4ObmBaVHilvAw9LDEq69bM,225800,4
105,The Heart Of Me,alternative,0.58,0.832,5,-3.934,1,0.0313,0.208,0.00103,0.299,0.558,101.972,audio_features,2viMDaupYOGfJc9GJMicFh,spotify:track:2viMDaupYOGfJc9GJMicFh,https://api.spotify.com/v1/tracks/2viMDaupYOGfJc9GJMicFh,https://api.spotify.com/v1/audio-analysis/2viMDaupYOGfJc9GJMicFh,239880,4
106,My Trigger,alternative,0.553,0.843,7,-3.365,1,0.0627,0.137,2.25e-06,0.14,0.63,99.194,audio_features,5G1RhMTSAzFSmTkeUbKlBF,spotify:track:5G1RhMTSAzFSmTkeUbKlBF,https://api.spotify.com/v1/tracks/5G1RhMTSAzFSmTkeUbKlBF,https://api.spotify.com/v1/audio-analysis/5G1RhMTSAzFSmTkeUbKlBF,192400,4
107,Genghis Khan,alternative,0.699,0.837,0,-3.264,1,0.0437,0.0388,2.24e-06,0.581,0.414,94.005,audio_features,6yHczwGhD6R0Mh1fe6IHkG,spotify:track:6yHczwGhD6R0Mh1fe6IHkG,https://api.spotify.com/v1/tracks/6yHczwGhD6R0Mh1fe6IHkG,https://api.spotify.com/v1/audio-analysis/6yHczwGhD6R0Mh1fe6IHkG,212140,4
108,Texas,pop,0.559,0.923,4,-5.682,1,0.0603,0.00434,5.77e-06,0.115,0.448,144.978,audio_features,5K19S5sw856o8o12xMLlet,spotify:track:5K19S5sw856o8o12xMLlet,https://api.spotify.com/v1/tracks/5K19S5sw856o8o12xMLlet,https://api.spotify.com/v1/audio-analysis/5K19S5sw856o8o12xMLlet,217000,4
109,Tonight,pop,0.505,0.917,0,-5.906,1,0.0388,0.209,3.9e-06,0.0827,0.304,163.936,audio_features,4mxX3vLu6bfhwKn3vnG53Q,spotify:track:4mxX3vLu6bfhwKn3vnG53Q,https://api.spotify.com/v1/tracks/4mxX3vLu6bfhwKn3vnG53Q,https://api.spotify.com/v1/audio-analysis/4mxX3vLu6bfhwKn3vnG53Q,217733,4
110,Waves,pop,0.538,0.918,1,-5.451,1,0.0389,0.003,4.87e-05,0.153,0.416,122.727,audio_features,2l8oYAbS7A7jm8rbXYMBp4,spotify:track:2l8oYAbS7A7jm8rbXYMBp4,https://api.spotify.com/v1/tracks/2l8oYAbS7A7jm8rbXYMBp4,https://api.spotify.com/v1/audio-analysis/2l8oYAbS7A7jm8rbXYMBp4,223773,4
111,Paris,pop,0.472,0.881,2,-5.252,1,0.0524,0.0876,0,0.0698,0.502,178.858,audio_features,4EaO2XR7gWaHq8DW7nu1iY,spotify:track:4EaO2XR7gWaHq8DW7nu1iY,https://api.spotify.com/v1/tracks/4EaO2XR7gWaHq8DW7nu1iY,https://api.spotify.com/v1/audio-analysis/4EaO2XR7gWaHq8DW7nu1iY,232747,4
112,Brand New Colony,pop,0.689,0.572,0,-7.563,1,0.0556,0.0376,0.0227,0.365,0.295,87.49,audio_features,4PxCWMPfDLqFMl1i9IX04W,spotify:track:4PxCWMPfDLqFMl1i9IX04W,https://api.spotify.com/v1/tracks/4PxCWMPfDLqFMl1i9IX04W,https://api.spotify.com/v1/audio-analysis/4PxCWMPfDLqFMl1i9IX04W,252760,4
113,Let’s Go,pop,0.656,0.677,2,-6.929,1,0.0285,0.391,1.92e-06,0.118,0.57,112.01,audio_features,2PlP2rRrgSz8lC7MpH3e4e,spotify:track:2PlP2rRrgSz8lC7MpH3e4e,https://api.spotify.com/v1/tracks/2PlP2rRrgSz8lC7MpH3e4e,https://api.spotify.com/v1/audio-analysis/2PlP2rRrgSz8lC7MpH3e4e,210747,4
114,Tear in My Heart,rock,0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113,audio_features,3bnVBN67NBEzedqQuWrpP4,spotify:track:3bnVBN67NBEzedqQuWrpP4,https://api.spotify.com/v1/tracks/3bnVBN67NBEzedqQuWrpP4,https://api.spotify.com/v1/audio-analysis/3bnVBN67NBEzedqQuWrpP4,188493,4
115,Such Great Heights,pop,0.653,0.818,5,-8.125,1,0.047,0.00907,0.23,0.0703,0.198,174.984,audio_features,3iDK8BAaBUatPR84gdfa9g,spotify:track:3iDK8BAaBUatPR84gdfa9g,https://api.spotify.com/v1/tracks/3iDK8BAaBUatPR84gdfa9g,https://api.spotify.com/v1/audio-analysis/3iDK8BAaBUatPR84gdfa9g,266347,4
116,The Nosebleed Section,pop,0.844,0.828,1,-5.456,1,0.187,0.543,4.33e-06,0.0926,0.878,97.465,audio_features,0GxIwgZHSHhoIRHJlH6flN,spotify:track:0GxIwgZHSHhoIRHJlH6flN,https://api.spotify.com/v1/tracks/0GxIwgZHSHhoIRHJlH6flN,https://api.spotify.com/v1/audio-analysis/0GxIwgZHSHhoIRHJlH6flN,219640,4
117,Found You Out,alternative,0.594,0.858,2,-5.156,1,0.0513,0.017,0.0202,0.125,0.399,126.984,audio_features,48DJk4G6YBhgY2ckQqC0ky,spotify:track:48DJk4G6YBhgY2ckQqC0ky,https://api.spotify.com/v1/tracks/48DJk4G6YBhgY2ckQqC0ky,https://api.spotify.com/v1/audio-analysis/48DJk4G6YBhgY2ckQqC0ky,217387,4
118,Heart Is Full,alternative,0.36,0.723,5,-4.134,0,0.0577,0.026,0,0.368,0.577,125.658,audio_features,2ye8SAFi11HMNimUR0oNzr,spotify:track:2ye8SAFi11HMNimUR0oNzr,https://api.spotify.com/v1/tracks/2ye8SAFi11HMNimUR0oNzr,https://api.spotify.com/v1/audio-analysis/2ye8SAFi11HMNimUR0oNzr,213366,3
119,Roses,pop,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,audio_features,3vv9phIu6Y1vX3jcqaGz5Z,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,https://api.spotify.com/v1/tracks/3vv9phIu6Y1vX3jcqaGz5Z,https://api.spotify.com/v1/audio-analysis/3vv9phIu6Y1vX3jcqaGz5Z,226739,4
120,Aristocrat,pop,0.57,0.928,7,-2.503,1,0.0433,4.62e-05,0.000312,0.332,0.57,124.022,audio_features,0Tt9pbBa1FntU9a0Bu61wS,spotify:track:0Tt9pbBa1FntU9a0Bu61wS,https://api.spotify.com/v1/tracks/0Tt9pbBa1FntU9a0Bu61wS,https://api.spotify.com/v1/audio-analysis/0Tt9pbBa1FntU9a0Bu61wS,196573,4
121,50 Feet Tall,pop,0.69,0.943,9,-2.423,0,0.133,0.0448,0,0.161,0.628,107.997,audio_features,78ZWccucCkimtJs1oHh38v,spotify:track:78ZWccucCkimtJs1oHh38v,https://api.spotify.com/v1/tracks/78ZWccucCkimtJs1oHh38v,https://api.spotify.com/v1/audio-analysis/78ZWccucCkimtJs1oHh38v,210147,4
122,15 Dreams,pop,0.464,0.959,11,-3.188,1,0.0794,0.000145,0,0.334,0.566,103.76,audio_features,7KfhgSJGvdF9gebtWJrvhO,spotify:track:7KfhgSJGvdF9gebtWJrvhO,https://api.spotify.com/v1/tracks/7KfhgSJGvdF9gebtWJrvhO,https://api.spotify.com/v1/audio-analysis/7KfhgSJGvdF9gebtWJrvhO,184293,4
123,Stardust,pop,0.401,0.85,0,-2.956,1,0.0383,0.00369,0,0.149,0.375,78.045,audio_features,03WmeqPnjaBnm4lfwm8v8z,spotify:track:03WmeqPnjaBnm4lfwm8v8z,https://api.spotify.com/v1/tracks/03WmeqPnjaBnm4lfwm8v8z,https://api.spotify.com/v1/audio-analysis/03WmeqPnjaBnm4lfwm8v8z,220587,4
124,Girl Crush,pop,0.476,0.969,6,-2.696,1,0.122,0.000646,0,0.148,0.703,149.931,audio_features,1Nh3lQFZsnyCmFPCK93avB,spotify:track:1Nh3lQFZsnyCmFPCK93avB,https://api.spotify.com/v1/tracks/1Nh3lQFZsnyCmFPCK93avB,https://api.spotify.com/v1/audio-analysis/1Nh3lQFZsnyCmFPCK93avB,174333,4
125,West End Kids,pop,0.604,0.902,4,-1.912,1,0.0386,0.00754,0,0.62,0.525,130.029,audio_features,5IhDbkr7TIy9trIOnW8cv1,spotify:track:5IhDbkr7TIy9trIOnW8cv1,https://api.spotify.com/v1/tracks/5IhDbkr7TIy9trIOnW8cv1,https://api.spotify.com/v1/audio-analysis/5IhDbkr7TIy9trIOnW8cv1,212027,3
126,Berlin,pop,0.506,0.899,6,-5.826,1,0.0595,0.0028,0,0.372,0.518,128.001,audio_features,4xjkURdXzlD9v41aqxKj14,spotify:track:4xjkURdXzlD9v41aqxKj14,https://api.spotify.com/v1/tracks/4xjkURdXzlD9v41aqxKj14,https://api.spotify.com/v1/audio-analysis/4xjkURdXzlD9v41aqxKj14,191307,4
127,Harlem,pop,0.603,0.952,6,-3.699,1,0.0947,0.00189,0.000445,0.317,0.588,133.97,audio_features,573latfTMO7SpGtStVrQx5,spotify:track:573latfTMO7SpGtStVrQx5,https://api.spotify.com/v1/tracks/573latfTMO7SpGtStVrQx5,https://api.spotify.com/v1/audio-analysis/573latfTMO7SpGtStVrQx5,163627,4
128,Everywhere I Go (Kings and Queens),pop,0.477,0.981,4,-3.396,1,0.306,0.07,3.17e-05,0.648,0.502,163.999,audio_features,3mMcONXl666919f7y6tA5j,spotify:track:3mMcONXl666919f7y6tA5j,https://api.spotify.com/v1/tracks/3mMcONXl666919f7y6tA5j,https://api.spotify.com/v1/audio-analysis/3mMcONXl666919f7y6tA5j,205053,4
129,Tonight You're Perfect,pop,0.583,0.719,6,-5.643,1,0.035,0.00184,0.0356,0.0919,0.299,123.999,audio_features,3ym8RPF4EQPqtW0v8G44BT,spotify:track:3ym8RPF4EQPqtW0v8G44BT,https://api.spotify.com/v1/tracks/3ym8RPF4EQPqtW0v8G44BT,https://api.spotify.com/v1/audio-analysis/3ym8RPF4EQPqtW0v8G44BT,202107,4
130,Firestone (feat. Conrad Sewell),edm,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055,audio_features,2sNvitW3TxiTeC9xT9f2ZZ,spotify:track:2sNvitW3TxiTeC9xT9f2ZZ,https://api.spotify.com/v1/tracks/2sNvitW3TxiTeC9xT9f2ZZ,https://api.spotify.com/v1/audio-analysis/2sNvitW3TxiTeC9xT9f2ZZ,273684,4
131,Don't You Worry Child - Radio Edit,edm,0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,audio_features,2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p,212862,4
132,Boyz-N-The-Hood - Remix,rap,0.837,0.692,7,-4.251,1,0.337,0.0383,0,0.212,0.805,87.775,audio_features,3JdyhQORbJkCWT8xfLd8gD,spotify:track:3JdyhQORbJkCWT8xfLd8gD,https://api.spotify.com/v1/tracks/3JdyhQORbJkCWT8xfLd8gD,https://api.spotify.com/v1/audio-analysis/3JdyhQORbJkCWT8xfLd8gD,379733,4
133,Do Like Me,rap,0.796,0.811,8,-5.816,1,0.0717,0.102,0,0.158,0.464,106.942,audio_features,4lcPFTxlZJhNV2cRSnRVc7,spotify:track:4lcPFTxlZJhNV2cRSnRVc7,https://api.spotify.com/v1/tracks/4lcPFTxlZJhNV2cRSnRVc7,https://api.spotify.com/v1/audio-analysis/4lcPFTxlZJhNV2cRSnRVc7,172943,4
134,Until I Die,rap,0.668,0.858,7,-5.422,1,0.219,0.00954,2.13e-05,0.223,0.62,90.032,audio_features,5yqEsLlM3v6kicIfuRyqk5,spotify:track:5yqEsLlM3v6kicIfuRyqk5,https://api.spotify.com/v1/tracks/5yqEsLlM3v6kicIfuRyqk5,https://api.spotify.com/v1/audio-analysis/5yqEsLlM3v6kicIfuRyqk5,190573,4
135,Purest Heart,alternative,0.83,0.721,6,-6.763,0,0.322,6.48e-05,0,0.102,0.592,95.037,audio_features,3wjtGvTYTpsxs7U4UwREzP,spotify:track:3wjtGvTYTpsxs7U4UwREzP,https://api.spotify.com/v1/tracks/3wjtGvTYTpsxs7U4UwREzP,https://api.spotify.com/v1/audio-analysis/3wjtGvTYTpsxs7U4UwREzP,158000,4
136,Whatchu Need,rap,0.779,0.847,5,-4.711,0,0.123,0.299,0,0.253,0.86,113.027,audio_features,3hqYMnr24SEofF1Ro8j8eN,spotify:track:3hqYMnr24SEofF1Ro8j8eN,https://api.spotify.com/v1/tracks/3hqYMnr24SEofF1Ro8j8eN,https://api.spotify.com/v1/audio-analysis/3hqYMnr24SEofF1Ro8j8eN,190021,4
137,Jumpman,rap,0.852,0.553,1,-7.286,1,0.187,0.0563,0,0.332,0.656,142.072,audio_features,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,205879,4
138,Paris (Aeroplane Remix),alternative,0.709,0.7,9,-7.273,1,0.0462,0.00735,0.151,0.0704,0.461,112.011,audio_features,3ONL7uf1GN8FewlmIjy1uv,spotify:track:3ONL7uf1GN8FewlmIjy1uv,https://api.spotify.com/v1/tracks/3ONL7uf1GN8FewlmIjy1uv,https://api.spotify.com/v1/audio-analysis/3ONL7uf1GN8FewlmIjy1uv,465387,4
139,Here,pop,0.374,0.82,0,-4.055,1,0.102,0.0751,0,0.0823,0.357,122.841,audio_features,7IUF0dDdzguaFUwwA9BgDu,spotify:track:7IUF0dDdzguaFUwwA9BgDu,https://api.spotify.com/v1/tracks/7IUF0dDdzguaFUwwA9BgDu,https://api.spotify.com/v1/audio-analysis/7IUF0dDdzguaFUwwA9BgDu,199453,4
140,For A Better Day,edm,0.632,0.827,2,-3.409,0,0.0338,0.0368,0.176,0.132,0.305,134.985,audio_features,2DCwYnfOqAiPfzSBwqQHhd,spotify:track:2DCwYnfOqAiPfzSBwqQHhd,https://api.spotify.com/v1/tracks/2DCwYnfOqAiPfzSBwqQHhd,https://api.spotify.com/v1/audio-analysis/2DCwYnfOqAiPfzSBwqQHhd,206067,4
